Frame number,449
6.46,397.774,-105.836,98.1226,420.508,-340.13,125.731,210.999,274.264,64.7724,162.324,45.1365,67.3151
6.47,401.482,-130.471,93.4041,424.33,-363.923,132.39,211.011,274.252,64.7539,162.268,45.1795,67.2649
6.48,404.49,-153.121,89.9025,428.324,-384.69,139.153,210.995,274.266,64.7738,162.194,45.205,67.2304
6.49,406.671,-173.363,87.4091,432.15,-402.798,144.775,211.009,274.256,64.8141,162.164,45.198,67.1365
6.5,407.715,-189.989,85.5581,436.164,-418.266,148.783,211.016,274.231,64.8595,162.157,45.1925,67.0948
6.51,407.92,-204.469,83.9427,439.868,-431.562,151.044,211.027,274.212,64.9036,162.131,45.3559,67.0118
6.52,406.711,-215.664,82.6067,444.168,-441.895,151.943,211.022,274.197,64.9635,162.122,45.4075,66.9574
6.53,404.465,-223.89,81.051,447.081,-449.013,151.662,210.988,274.2,65.0873,162.167,45.4304,66.8563
6.54,401.762,-229.887,79.2666,448.028,-453.622,150.255,211.003,274.194,65.1847,162.193,45.4124,66.8048
6.55,399.86,-231.991,78.8557,445.636,-456.592,147.097,211.074,274.17,65.3251,162.207,45.3648,66.7293
6.56,399.008,-232.578,78.5286,440.64,-459.11,141.885,211.139,274.18,65.5237,162.205,45.3205,66.646
6.57,399.594,-233.647,78.0924,433.828,-461.954,137.408,211.27,274.088,65.6231,162.26,45.2029,66.5315
6.58,401.079,-237.3,78.5817,426.757,-464.954,134.182,211.317,274.1,65.8028,162.321,45.1927,66.431
6.59,402.306,-241.297,79.183,419.913,-468.297,129.464,211.426,274.083,66.0017,162.392,45.2166,66.3074
6.6,402.846,-244.715,80.1206,415.171,-472.008,122.943,211.576,273.925,66.3437,162.614,45.0211,66.2775
6.61,403.299,-247.189,80.7598,413.664,-475.269,116.207,211.771,273.904,66.8262,162.75,44.9233,66.2071
6.62,403.467,-249.371,81.357,414.698,-477.836,110.227,211.832,273.481,67.9203,162.775,44.7675,66.0476
6.63,403.778,-251.408,81.9334,416.221,-480.268,104.74,211.774,272.791,69.9424,162.761,44.6276,65.8726
6.64,404.308,-253.261,82.6162,416.07,-482.719,99.8782,211.916,272.045,72.5763,162.78,44.5964,65.6136
6.65,404.493,-253.991,83.2772,414.336,-484.457,96.6801,211.579,271.151,75.5068,162.776,44.4318,65.3537
6.66,404.665,-254.721,83.7051,412.667,-485.738,94.0044,211.424,269.947,79.2062,162.741,44.244,65.2078
6.67,404.75,-255.448,83.9631,411.732,-486.719,91.4594,211.075,268.547,83.2227,162.664,44.0622,65.0529
6.68,404.903,-256.006,84.2129,410.935,-487.367,89.2608,210.433,267.04,87.9105,162.513,43.9435,64.8907
6.69,404.894,-256.46,84.4577,409.777,-488.288,87.9523,209.472,264.774,93.4673,162.205,43.3966,64.8283
6.7,404.748,-257.019,84.5833,408.73,-488.824,86.6667,208.424,262.127,99.9232,161.895,43.0573,64.8435
6.71,404.565,-257.274,84.7704,408.194,-489.338,85.4611,207.055,259.048,106.951,161.5,41.9934,65.2656
6.72,404.46,-257.502,84.796,407.579,-489.797,84.5173,205.541,255.191,114.787,161.042,40.7609,65.6222
6.73,404.393,-257.575,84.8043,406.867,-490.073,83.82,204.042,250.727,123.066,160.68,39.4934,65.7941
6.74,404.359,-257.592,84.8692,406.385,-490.247,83.3855,202.069,245.655,131.835,160.278,38.1064,66.2041
6.75,404.398,-257.671,84.8691,406.167,-490.483,83.1077,200.074,240.236,140.847,160.031,36.0284,66.7076
6.76,404.406,-257.72,84.7845,406.034,-490.535,82.9194,197.692,234.139,150.33,159.304,33.9747,67.1367
6.77,404.362,-257.643,84.8092,406.01,-490.612,82.7002,195.154,228.052,159.745,158.345,31.493,67.8714
6.78,404.291,-257.649,84.8817,406.107,-490.862,82.256,192.463,221.488,168.949,157.72,28.8638,68.723
6.79,404.227,-257.782,84.9149,406.297,-491.185,81.7329,189.843,214.661,178.46,156.836,26.0625,69.7812
6.8,404.095,-257.767,85.0171,406.466,-491.426,81.0857,187.04,207.197,188.044,156.098,23.1178,71.011
6.81,404.042,-257.803,85.1481,406.355,-491.725,80.3766,184.332,199.6,197.415,155.155,19.7563,72.7481
6.82,403.998,-257.981,85.1967,405.939,-492.278,79.7256,181.329,191.605,206.668,154.389,16.3349,74.5789
6.83,403.985,-258.093,85.2249,405.71,-492.762,78.9909,178.366,183.201,216.167,153.431,12.6955,76.3998
6.84,404.01,-258.255,85.3381,405.829,-493.338,78.2119,175.658,174.381,226.069,152.683,8.41873,78.4365
6.85,404.001,-258.359,85.4835,405.899,-494.025,77.3616,172.924,164.584,236.192,151.762,3.71401,80.6006
6.86,403.987,-258.487,85.5838,406.017,-494.824,76.3616,170.068,154.397,245.515,150.683,-0.998729,82.5203
6.87,404.005,-258.672,85.7259,406.255,-495.516,75.3144,166.891,142.803,254.708,149.58,-6.23608,84.2468
6.88,403.971,-258.795,85.8165,406.533,-495.801,74.2839,163.716,130.516,263.521,148.153,-11.9029,85.6629
6.89,404.007,-258.951,85.929,406.817,-496.112,73.5464,161.88,117.281,271.946,146.577,-18.306,86.8734
6.9,404.031,-259.078,86.0439,406.993,-496.317,72.7854,160.464,103.873,279.851,145.167,-25.0804,87.9119
6.91,403.995,-259.248,86.1299,407.151,-496.427,72.2789,158.985,90.9993,286.763,143.466,-31.793,88.878
6.92,403.958,-259.075,86.3643,407.317,-496.537,71.7782,157.615,77.4476,293.12,141.402,-38.3233,89.4748
6.93,403.92,-259.045,86.4658,407.483,-496.625,71.3571,155.43,63.9875,297.138,140.08,-46.439,90.873
6.94,403.855,-259.113,86.5075,407.727,-496.712,70.9376,152.784,53.7226,298.469,139.431,-60.5073,94.1535
6.95,403.749,-259.145,86.5483,407.809,-496.804,70.5806,149.868,44.7772,297.069,139.958,-78.9532,98.7309
6.96,403.637,-259.184,86.5655,407.799,-496.85,70.3489,146.241,35.2041,293.427,141.388,-99.9534,102.753
6.97,403.546,-259.26,86.5781,407.644,-496.77,70.1419,142.552,24.1821,287.455,143.253,-122.406,106.092
6.98,403.484,-259.256,86.6378,407.538,-496.727,70.0378,139.23,10.598,281.206,145.099,-145.837,108.43
6.99,403.457,-259.272,86.6512,407.486,-496.711,69.9876,136.072,-4.75511,273.82,146.304,-170.27,109.872
7,403.422,-259.323,86.6226,407.382,-496.558,69.9015,134.181,-21.1362,264.707,146.357,-195.259,110.244
7.01,403.346,-259.335,86.6043,407.308,-496.505,69.8394,133.833,-38.9329,254.976,144.522,-221.225,110.046
7.02,403.286,-259.375,86.6412,407.286,-496.498,69.8028,134.943,-57.6338,245.174,141.014,-248.36,109.651
7.03,403.176,-259.259,86.7661,407.243,-496.456,69.6941,137.106,-78.1178,234.729,136.822,-275.751,109.157
7.04,403.197,-259.324,86.8768,407.154,-496.477,69.6354,139.862,-100.334,223.999,131.951,-303.667,108.312
7.05,403.102,-259.561,86.8279,407.138,-496.605,69.5544,142.823,-123.255,212.94,126.918,-331.882,107.613
7.06,403.148,-259.708,86.8635,407.165,-496.63,69.4537,145.99,-147.27,201.855,121.365,-359.349,107.07
7.07,403.109,-259.759,86.8628,407.182,-496.589,69.3078,149.56,-172.213,190.551,115.585,-387.225,107.233
7.08,403.1,-259.752,86.7722,407.248,-496.572,69.1848,153.118,-197.394,179.822,109.918,-414.863,107.886
7.09,403.302,-259.347,87.0646,407.364,-496.396,69.0004,156.925,-222.971,169.849,103.927,-442.05,108.688
7.1,403.196,-259.429,86.9073,407.427,-496.327,68.8854,160.912,-248.151,160.573,98.2404,-468.604,109.57
7.11,403.338,-259.471,86.7544,407.538,-496.328,68.9153,164.368,-275.616,151.603,92.2323,-494.647,110.393
7.12,403.373,-259.336,86.8815,407.617,-496.219,68.7776,167.427,-302.882,143.516,87.478,-520.43,111.109
7.13,403.342,-259.372,86.9006,407.736,-496.696,68.771,169.944,-330.528,135.837,83.6782,-545.486,111.528
7.14,403.315,-259.284,86.9664,407.99,-496.063,68.4368,172.22,-356.253,129.403,80.701,-569.857,111.551
7.15,403.307,-259.18,86.9332,408.195,-495.932,68.2998,173.577,-380.83,124.006,78.5994,-594.688,111.729
7.16,403.224,-259.204,87.0265,408.323,-495.91,68.194,173.446,-405.365,118.583,77.2705,-619.33,111.778
7.17,403.079,-259.307,87.0682,408.355,-495.588,67.9325,172.565,-429.391,113.691,77.486,-643.81,111.702
7.18,402.792,-259.469,87.1938,408.282,-495.827,67.8508,170.481,-452.709,109.018,78.3041,-667.832,111.769
7.19,402.654,-259.525,87.2836,408.273,-496.19,67.9213,168.038,-474.878,105.048,79.9939,-691.767,112.444
7.2,402.404,-259.445,87.3476,408.315,-496.225,67.9496,165.114,-496.992,101.191,82.7151,-715.415,113.456
7.21,402.093,-259.648,87.3349,408.345,-496.212,68.0119,161.972,-518.33,97.5464,86.1483,-738.427,114.93
7.22,401.639,-260.052,87.1945,408.413,-496.231,68.0519,158.993,-538.799,94.0826,89.9867,-760.678,116.972
7.23,401.353,-260.087,87.2884,408.461,-496.23,68.1,156.208,-558.843,90.6813,94.2018,-782.113,119.364
7.24,401.185,-260.116,87.3419,408.578,-496.062,68.0269,153.651,-578.318,87.5451,98.5996,-802.694,122.175
7.25,401.075,-260.16,87.3465,408.636,-496.031,68.0401,151.588,-597.242,84.1606,102.79,-821.751,124.823
7.26,400.707,-260.274,87.3583,408.683,-496.032,68.0831,149.845,-615.64,81.1219,106.584,-839.885,127.286
7.27,400.555,-260.347,87.4121,408.724,-496.027,68.0286,148.587,-632.984,78.1664,110.019,-856.937,129.177
7.28,400.379,-260.449,87.4055,408.818,-495.963,67.9168,147.854,-649.22,75.4285,112.786,-872.77,130.454
7.29,400.34,-260.507,87.432,408.932,-496.006,67.7618,147.754,-664.356,72.9608,114.956,-887.534,131.047
7.3,400.316,-260.473,87.4593,409.154,-495.879,67.5554,147.917,-678.139,70.2868,116.399,-900.698,130.917
7.31,400.339,-260.437,87.5466,409.341,-495.802,67.4017,148.339,-690.63,68.4658,117.189,-912.687,130.117
7.32,400.352,-260.445,87.6083,409.461,-495.724,67.2351,149.104,-700.644,69.4448,117.377,-923.383,127.199
7.33,400.453,-260.358,87.7964,409.557,-495.773,67.0732,149.866,-708.21,70.5728,116.914,-932,122.084
7.34,400.244,-260.467,87.9953,409.571,-495.791,66.8944,150.659,-712.871,71.7117,115.904,-937.525,114.129
7.35,399.954,-260.529,88.2636,409.587,-495.822,66.7341,151.761,-715.508,72.7402,114.176,-941.031,104.76
7.36,399.675,-260.572,88.4616,409.586,-495.9,66.6864,153.342,-717.69,73.0659,112.537,-943.668,98.3641
7.37,399.402,-260.551,88.7275,409.582,-495.907,66.6051,154.326,-718.952,73.416,113.621,-945.148,95.5466
7.38,399.26,-260.61,89.0371,409.552,-495.875,66.4507,155.272,-720.24,73.4885,116.401,-946.616,92.5858
7.39,399.008,-260.489,89.6068,409.478,-495.876,66.3191,156.588,-720.944,73.4154,119.388,-947.949,90.1304
7.4,398.555,-260.515,90.5182,409.366,-496.253,66.4152,157.527,-721.512,73.5149,121.075,-948.958,88.7806
7.41,398.034,-260.775,92.0349,409.291,-496.371,66.3529,157.578,-721.925,73.8517,121.678,-949.669,87.7604
7.42,397.417,-261.364,93.8364,409.254,-496.476,66.2553,156.784,-722.236,74.642,122.189,-950.59,86.5959
7.43,396.822,-262.225,95.7672,409.182,-496.629,66.145,155.813,-722.619,75.3589,122.704,-951.634,85.2529
7.44,396.328,-263.138,98.787,409.215,-496.805,65.9598,155.032,-722.967,75.6215,123.103,-952.168,84.0336
7.45,396.029,-264.452,102.463,409.208,-496.926,65.7048,154.714,-723.093,75.6052,123.559,-952.37,83.2952
7.46,395.556,-265.945,106.827,409.244,-497.345,65.372,155.114,-723.21,75.2697,124.088,-952.387,82.6332
7.47,395.311,-268.327,112.368,409.224,-498.049,65.1152,156.377,-723.302,74.8531,125.36,-952.949,81.894
7.48,394.988,-271.459,118.808,409.232,-498.933,64.5628,158.122,-723.893,74.1842,126.85,-953.515,80.9088
7.49,394.771,-275.637,126.882,409.344,-500.385,63.882,159.946,-724.16,73.5813,128.131,-953.978,79.8457
7.5,394.342,-280.501,136.444,409.46,-502.047,63.0988,161.735,-724.503,72.9715,129.543,-954.626,78.684
7.51,394.021,-287.638,146.596,409.711,-504.006,62.4974,163.452,-724.628,72.4039,130.917,-955.085,77.6115
7.52,393.352,-296.513,158.102,409.86,-506.239,61.8942,164.768,-724.537,71.8835,131.889,-955.364,76.7839
7.53,391.644,-307.557,170.829,409.662,-508.756,61.471,165.682,-724.409,71.5527,132.846,-955.785,76.0101
7.54,389.663,-319.88,184.219,409.486,-511.332,61.1012,166.444,-724.258,71.4128,133.561,-956.008,75.4814
7.55,388.315,-334.445,198.6,409.315,-515.238,60.712,167.137,-724.314,71.0923,134.283,-956.131,75.1086
7.56,385.066,-351.608,213.719,408.868,-519.813,60.4521,167.529,-724.32,70.9344,134.922,-956.196,74.8344
7.57,382.158,-370.661,229.074,408.617,-524.616,60.5394,167.567,-724.267,70.8728,135.388,-956.389,74.694
7.58,380.44,-392.345,244.511,408.361,-529.851,61.387,167.714,-724.11,70.8503,135.702,-956.384,74.569
7.59,377.921,-415.866,259.216,407.903,-536.118,63.1269,167.802,-723.852,70.8911,135.88,-956.313,74.4876
7.6,375.368,-440.506,273.637,407.349,-543.607,65.8935,167.856,-723.743,70.8507,136.007,-956.247,74.4025
7.61,371.4,-465.718,286.659,407.014,-552.984,69.6596,167.976,-723.811,70.715,136.101,-956.244,74.3491
7.62,369.373,-491.256,298.299,406.789,-564.188,74.4672,168.076,-723.816,70.7252,136.107,-956.243,74.3163
7.63,367.997,-514.971,307.467,405.802,-577.256,79.6578,168.156,-723.844,70.699,136.057,-956.171,74.2912
7.64,368.535,-535.405,314.879,401.375,-595.331,85.6759,168.187,-723.818,70.6845,136.01,-956.132,74.2161
7.65,370.33,-552.809,321.189,393.717,-618.961,92.2589,168.186,-723.814,70.6468,135.897,-956.057,74.1818
7.66,372.819,-569.261,324.793,384.026,-646.068,98.7337,168.193,-723.886,70.5633,135.789,-956.007,74.1188
7.67,376.165,-586.151,326.01,373.654,-674.904,104.273,168.084,-723.871,70.7038,135.728,-955.991,74.0626
7.68,377.726,-604.467,325.216,364.013,-704.001,108.49,168.071,-723.851,70.8166,135.649,-955.974,73.9844
7.69,378.126,-624.159,322.508,355.814,-733.622,111.602,168.043,-724.335,70.7866,135.639,-955.981,73.9032
7.7,378.663,-644.272,317.46,348.943,-764.76,114.01,168.034,-723.623,71.1064,135.657,-955.951,73.8158
7.71,377.555,-665.307,311.201,343.466,-797.229,115.429,167.818,-723.311,71.2042,135.719,-955.97,73.7387
7.72,375.16,-686.989,302.766,339.784,-830.909,116.09,167.736,-723.282,71.1516,135.774,-955.984,73.6899
7.73,371.9,-709.226,292.801,337.261,-865.335,116.242,167.733,-723.283,71.0918,135.89,-955.999,73.611
7.74,368.099,-732.283,281.255,336.167,-900.739,116.052,167.762,-723.351,71.0488,135.961,-956.034,73.563
7.75,363.323,-757.153,268.642,336.238,-936.79,115.216,167.834,-723.449,70.9643,135.998,-956.013,73.5142
7.76,358.466,-782.634,255.613,337.381,-972.929,114.029,168.145,-723.489,70.7181,136.056,-956.116,73.3709
7.77,353.653,-809.219,241.577,339.492,-1009.34,112.774,168.288,-723.814,70.6995,136.046,-955.838,73.1922
7.78,348.615,-838.55,226.923,342.333,-1045.51,111.496,168.383,-723.95,70.6894,135.905,-955.546,73.2968
7.79,344.774,-867.249,212.528,345.657,-1081.42,110.027,168.508,-724.059,70.7027,135.941,-955.499,73.3383
7.8,340.88,-897.563,198.374,349.052,-1117.26,108.715,168.562,-724.081,70.6995,135.996,-955.559,73.2866
7.81,337.406,-928.226,183.897,352.448,-1153.05,107.993,168.565,-724.07,70.7202,135.91,-955.386,73.2375
7.82,336.518,-959.099,169.529,355.099,-1188.7,108.042,168.585,-724.068,70.7479,135.881,-955.203,73.1757
7.83,335.287,-990.736,156.661,357.097,-1223.46,108.89,168.553,-724.052,70.7859,136.19,-955.706,72.9798
7.84,335.272,-1022.93,143.84,358.428,-1258.13,111.138,168.566,-724.085,70.789,136.218,-955.846,72.9863
7.85,336.431,-1054.63,132.309,359.335,-1291.16,114.356,168.57,-724.079,70.7967,136.183,-955.796,72.9863
7.86,337.96,-1085.55,122.242,359.943,-1322.64,119.092,168.574,-724.078,70.8156,136.09,-955.714,72.9472
7.87,339.792,-1115.51,114.088,361.158,-1353.44,125.34,168.631,-724.083,70.8397,136.029,-955.659,72.9131
7.88,341.517,-1143.46,107.165,362.833,-1380.71,132.273,168.629,-724.105,70.8597,135.892,-955.612,72.8464
7.89,342.754,-1170.2,101.394,365.029,-1405.34,140.494,168.596,-724.08,70.9227,135.835,-955.568,72.7687
7.9,343.997,-1194.77,97.4936,367.567,-1427.35,148.956,168.594,-724.099,70.9862,135.791,-955.491,72.6759
7.91,344.359,-1217.17,93.8426,370.25,-1446.65,157.307,168.636,-724.142,71.0017,135.771,-955.482,72.6086
7.92,344.096,-1237.35,90.9337,373.876,-1463.46,164.666,168.665,-724.155,71.0248,135.743,-955.42,72.5394
7.93,342.517,-1254.77,88.8951,377.686,-1477.45,170.109,168.737,-724.14,71.1072,135.731,-955.424,72.5207
7.94,340.96,-1268.73,87.8068,382.205,-1489.44,172.874,168.73,-724.101,71.1971,135.705,-955.413,72.4439
7.95,338.967,-1280.06,86.2619,386.882,-1498.9,173.057,168.8,-724.046,71.3016,135.682,-955.383,72.3956
7.96,337.579,-1288.29,85.5858,389.918,-1506.23,171.138,168.822,-723.998,71.3393,135.633,-955.33,72.363
7.97,335.976,-1293.33,85.3989,391.048,-1511.38,166.463,168.842,-724.007,71.3459,135.55,-955.33,72.3174
7.98,334.826,-1294.61,84.8976,391.629,-1514.47,159.944,168.823,-724.083,71.3826,135.517,-955.293,72.2689
7.99,333.732,-1295.68,84.2568,390.695,-1517.07,154.407,168.817,-724.105,71.4216,135.453,-955.268,72.2615
8,333.312,-1298.21,84.6862,388.645,-1520.11,150.68,168.696,-724.055,71.5995,135.456,-955.224,72.1384
8.01,333.281,-1301.57,85.6902,385.671,-1524.06,146.492,168.62,-724.033,71.7398,135.435,-955.158,72.0726
8.02,332.995,-1305.31,86.5089,382.872,-1528.89,140.819,168.59,-724.006,71.8481,135.404,-955.103,72.0004
8.03,332.285,-1307.65,87.0491,380.273,-1533.25,134.526,168.578,-724.016,71.9598,135.408,-955.071,71.9321
8.04,332.442,-1309.76,87.8237,377.311,-1536.76,129.545,168.575,-724.123,72.1146,135.425,-955.011,71.7849
8.05,332.711,-1311.9,88.0941,374.035,-1539.71,124.511,168.609,-724.099,72.5582,135.507,-955.013,71.6926
8.06,332.973,-1313.25,88.7596,370.362,-1542.62,118.895,168.556,-724.384,73.3816,135.575,-954.986,71.4853
8.07,333.521,-1314.12,89.9739,367.299,-1545.91,113.547,168.687,-724.824,75.3018,135.633,-955.014,71.2697
8.08,334.306,-1317.01,90.7996,364.141,-1548.62,107.5,168.683,-725.451,77.6592,135.767,-955.135,71.0294
8.09,334.797,-1318.45,91.5098,361.953,-1551.13,102.171,168.629,-726.428,80.6713,135.88,-955.265,70.862
8.1,334.876,-1319.27,91.84,361.227,-1552.75,98.3867,168.844,-727.544,84.3451,135.961,-955.389,70.6802
8.11,335.004,-1320.14,91.9268,361.054,-1553.52,96.0444,168.81,-729.08,88.7348,135.955,-955.665,70.5773
8.12,334.947,-1320.43,92.2162,360.147,-1554.5,95.33,168.51,-730.991,94.1019,135.822,-956.283,70.3411
8.13,334.935,-1321.02,92.3042,359.962,-1554.98,94.8339,168.297,-733.345,100.568,135.597,-957.1,70.2808
8.14,335.021,-1321.46,92.2946,360.546,-1555.07,94.3345,167.974,-736.794,107.976,135.479,-957.994,70.3968
8.15,335.115,-1321.83,92.3211,361.126,-1555.38,93.8944,167.244,-740.601,116.154,135.274,-959.12,70.5995
8.16,335.162,-1321.94,92.3188,361.608,-1555.14,93.5043,166.287,-745.228,125.451,134.947,-960.484,70.7836
8.17,335.283,-1321.92,92.1447,361.778,-1554.86,93.5305,165.226,-751.008,136.002,134.547,-962.322,71.1229
8.18,335.36,-1321.87,92.0595,361.958,-1554.62,93.7865,163.233,-758.194,147.006,134.25,-964.504,71.5812
8.19,335.417,-1321.87,92.0255,362.027,-1554.38,94.0723,161.029,-766.076,158.485,133.784,-967.219,72.0687
8.2,335.433,-1321.86,92.0283,362,-1554.29,94.1774,158.418,-774.55,169.424,133.293,-970.241,72.8037
8.21,335.461,-1321.87,92.015,361.87,-1554.18,94.1665,155.457,-783.263,180.422,132.693,-973.355,73.7523
8.22,335.455,-1321.84,91.9962,361.604,-1554.17,94.2305,152.151,-791.712,191.478,131.777,-976.635,75.0139
8.23,335.432,-1321.84,92.0031,361.051,-1554.47,94.4738,148.619,-800.014,201.542,130.782,-979.822,76.2721
8.24,335.378,-1321.83,92.0124,360.806,-1554.51,94.4664,144.777,-808.542,211.44,129.716,-983.186,77.8333
8.25,335.383,-1321.85,92.0271,360.805,-1554.46,94.3974,140.969,-817.358,220.847,128.758,-986.699,79.439
8.26,335.39,-1321.85,92.0285,360.86,-1554.51,94.3251,136.584,-825.799,229.639,127.355,-990.385,81.4325
8.27,335.391,-1321.91,92.0444,360.92,-1554.57,93.9711,133.035,-833.52,237.565,126.068,-994.199,83.686
8.28,335.38,-1321.96,92.0831,361.096,-1555.09,93.2614,128.588,-842.639,246.424,124.597,-998.431,85.7966
8.29,335.406,-1322.14,92.159,361.519,-1555.7,92.293,124.094,-852.425,255.353,123.049,-1002.95,87.8001
8.3,335.406,-1322.27,92.2004,361.877,-1556.26,91.398,119.507,-862.401,263.213,121.794,-1007.93,89.806
8.31,335.318,-1322.43,92.3926,361.853,-1556.83,90.383,114.965,-873.494,271.656,120.209,-1013.25,91.6278
8.32,335.207,-1322.67,92.4878,362.281,-1557.25,88.7992,111.121,-885.311,279.494,118.823,-1019.08,93.1427
8.33,334.999,-1322.83,92.706,362.012,-1558.5,87.6818,107.791,-897.728,286.633,117.329,-1025.11,94.3197
8.34,334.742,-1323.03,93.0155,361.91,-1559.51,86.5705,105.307,-910.604,293.438,115.979,-1031.64,95.1722
8.35,334.668,-1323.54,93.0394,362.026,-1560.39,85.3595,103.288,-923.176,299.327,114.782,-1038.19,95.84
8.36,334.512,-1323.65,93.2817,362.165,-1561.18,83.9474,101.36,-936.142,304.169,113.774,-1045.07,96.715
8.37,334.181,-1323.88,93.6101,362.207,-1561.79,82.8249,99.4907,-948.438,307.438,112.909,-1054.73,98.6658
8.38,334.049,-1323.97,93.7527,362.192,-1561.98,81.9065,98.547,-958.687,308.732,112.443,-1068.15,102.04
8.39,334.046,-1324.12,93.7949,362.168,-1562,81.2525,98.5058,-968.564,308.323,112.286,-1084.81,105.776
8.4,333.957,-1324.07,93.8345,362.26,-1562.07,80.6133,98.1541,-978.615,306.171,112.535,-1103.81,109.14
8.41,333.821,-1323.93,94.0029,362.445,-1562.05,79.9745,97.6064,-989.28,302.339,113.142,-1124.61,112.158
8.42,333.844,-1324,93.9556,362.606,-1562.03,79.5012,97.8145,-1001.47,297.365,113.588,-1146.98,114.939
8.43,333.721,-1323.95,94.0709,362.645,-1562.01,79.1783,99.7236,-1015.11,291.475,113.714,-1170.14,117.292
8.44,333.625,-1323.95,94.1349,362.457,-1561.82,78.8634,102.135,-1030.06,284.513,113.039,-1194.07,118.793
8.45,333.551,-1324.03,94.1477,362.347,-1561.72,78.5986,105.071,-1046.92,277.724,111.304,-1218.55,119.315
8.46,333.468,-1324.04,94.1811,362.349,-1561.66,78.3622,108.581,-1064.9,270.046,108.642,-1243.31,119.188
8.47,333.619,-1322.81,94.6438,362.29,-1561.59,78.1347,113.095,-1084.31,261.942,105.41,-1268.7,118.648
8.48,332.986,-1325.45,94.521,361.985,-1561.5,77.9811,117.943,-1104.88,253.403,101.743,-1294.5,117.797
8.49,332.77,-1326.46,94.4146,361.787,-1561.58,77.8335,122.867,-1126.27,244.509,98.4767,-1320.75,116.749
8.5,332.725,-1326.7,94.3344,361.636,-1561.54,77.8124,127.561,-1148.37,235.405,95.559,-1347.23,116.021
8.51,332.692,-1326.84,94.2753,361.511,-1561.48,77.8741,131.368,-1171.08,225.633,92.797,-1373.14,115.344
8.52,332.651,-1326.82,94.2697,361.414,-1561.41,77.9175,134.927,-1194.77,215.503,90.6365,-1400.98,115.777
8.53,332.62,-1326.82,94.2678,361.335,-1561.35,77.9431,138.749,-1218.31,206.056,88.4328,-1428.04,116.755
8.54,332.621,-1326.91,94.324,361.27,-1561.26,77.8345,141.969,-1242.67,196.718,86.0356,-1454.71,116.428
8.55,332.577,-1327.02,94.312,361.207,-1561.19,77.6718,144.757,-1267.6,187.815,84.794,-1483.23,116.172
8.56,332.342,-1326.53,94.1087,361.133,-1561.06,77.5693,147.294,-1292.96,179.118,83.2384,-1510.44,115.597
8.57,332.434,-1324.88,94.3814,361.677,-1560.65,77.8433,149.334,-1318.88,171.137,81.4319,-1536.78,115.365
8.58,332.495,-1324.41,94.4823,361.469,-1560.93,77.6329,150.655,-1344.47,163.331,80.3852,-1563.28,115.288
8.59,332.53,-1324.41,94.5026,361.402,-1561.19,77.408,151.035,-1369.45,155.916,79.4482,-1589.62,115.196
8.6,332.612,-1324.34,94.5115,361.599,-1561.17,77.1955,150.966,-1394.18,149.148,79.3025,-1616,115.179
8.61,332.729,-1324.24,94.5522,361.984,-1560.78,76.8145,150.375,-1419.12,142.694,79.2062,-1642.25,115.323
8.62,332.939,-1324.03,94.6535,362.457,-1559.95,76.3462,149.447,-1443.61,136.484,79.3053,-1667.88,115.992
8.63,333.127,-1323.9,94.7059,362.246,-1559.9,75.6287,148.271,-1468.47,130.427,80.5579,-1693.58,115.884

